country,year,age,sex,cases
PE,2005,15-24,m,3802
PE,2005,25-34,f,2111
PE,2005,25-34,m,2670
PE,2005,35-44,f,1046
PE,2005,35-44,m,1513
PE,2005,45-54,f,699
PE,2005,45-54,m,1075
PE,2005,55-64,f,333
PE,2005,55-64,m,641
PE,2005,65+,f,472
PE,2005,65+,m,708
PE,2005,,f,375
PE,2005,,m,371
PE,2006,0-4,f,14
PE,2006,0-4,m,36
PE,2006,15-24,f,2713
PE,2006,15-24,m,4071
PE,2006,25-34,f,1852
PE,2006,25-34,m,2470
PE,2006,35-44,f,1082
PE,2006,35-44,m,1494
PE,2006,45-54,f,762
PE,2006,45-54,m,1106
PE,2006,May-14,f,421
PE,2006,May-14,m,364
PE,2006,55-64,f,557
PE,2006,55-64,m,884
PE,2006,65+,f,556
PE,2006,65+,m,869
PE,2006,,f,435
PE,2006,,m,400
PE,2007,0-4,f,5
PE,2007,0-4,m,10
PE,2007,15-24,f,2684
PE,2007,15-24,m,3436
PE,2007,25-34,f,1603
PE,2007,25-34,m,2239
PE,2007,35-44,f,1127
PE,2007,35-44,m,1585
PE,2007,45-54,f,813
PE,2007,45-54,m,1152
PE,2007,May-14,f,330
PE,2007,May-14,m,385
PE,2007,55-64,f,402
PE,2007,55-64,m,654
PE,2007,65+,f,669
PE,2007,65+,m,702
PE,2007,,f,335
PE,2007,,m,395
PE,2008,0-4,f,5
PE,2008,0-4,m,10
PE,2008,15-24,f,2644
PE,2008,15-24,m,3406
PE,2008,25-34,f,1599
PE,2008,25-34,m,2233
PE,2008,35-44,f,1112
PE,2008,35-44,m,1564
PE,2008,45-54,f,791
PE,2008,45-54,m,1121
PE,2008,May-14,f,47
PE,2008,May-14,m,74
PE,2008,55-64,f,373
PE,2008,55-64,m,608
PE,2008,65+,f,899
PE,2008,65+,m,921
PE,2008,,f,52
PE,2008,,f,0
PE,2008,,m,84
PE,2008,,m,0
PF,1996,15-24,f,5
PF,1996,15-24,m,4
PF,1996,25-34,f,4
PF,1996,25-34,m,7
PF,1996,35-44,f,2
PF,1996,35-44,m,5
PF,1996,45-54,f,0
PF,1996,45-54,m,2
PF,1996,55-64,f,2
PF,1996,55-64,m,1
PF,1996,65+,f,1
PF,1996,65+,m,3
PF,1996,,f,0
PF,1996,,m,1
PF,1997,15-24,f,5
PF,1997,15-24,m,4
PF,1997,25-34,f,3
PF,1997,25-34,m,2
PF,1997,35-44,f,2
PF,1997,35-44,m,4
PF,1997,45-54,f,3
PF,1997,45-54,m,3
PF,1997,55-64,f,2
PF,1997,55-64,m,5
PF,1997,65+,f,3
PF,1997,65+,m,3
PF,1997,,f,1
PF,1997,,m,1
PF,1998,15-24,f,1
PF,1998,15-24,m,4
PF,1998,25-34,f,2
PF,1998,25-34,m,4
PF,1998,35-44,f,5
PF,1998,35-44,m,3
PF,1998,45-54,f,1
PF,1998,45-54,m,1
PF,1998,55-64,f,0
PF,1998,55-64,m,5
PF,1998,65+,f,1
PF,1998,65+,m,4
PF,1998,,f,3
PF,1998,,m,0
PF,1999,15-24,f,2
PF,1999,15-24,m,2
PF,1999,25-34,f,2
PF,1999,25-34,m,2
PF,1999,35-44,f,4
PF,1999,35-44,m,2
PF,1999,45-54,f,2
PF,1999,45-54,m,1
PF,1999,55-64,f,3
PF,1999,55-64,m,2
PF,1999,65+,f,3
PF,1999,65+,m,4
PF,1999,,f,4
PF,1999,,m,0
PF,2000,15-24,f,4
PF,2000,15-24,m,3
PF,2000,25-34,f,1
PF,2000,25-34,m,3
PF,2000,35-44,f,0
PF,2000,35-44,m,4
PF,2000,45-54,f,1
PF,2000,45-54,m,4
PF,2000,55-64,f,0
PF,2000,55-64,m,4
PF,2000,65+,f,0
PF,2000,65+,m,3
PF,2000,,f,1
PF,2000,,m,1
PF,2001,15-24,f,7
PF,2001,15-24,m,5
PF,2001,25-34,f,1
PF,2001,25-34,m,1
PF,2001,35-44,f,1
PF,2001,35-44,m,2
PF,2001,45-54,f,3
PF,2001,45-54,m,4
PF,2001,55-64,f,4
PF,2001,55-64,m,4
PF,2001,65+,f,3
PF,2001,65+,m,5
PF,2001,,f,3
PF,2001,,m,2
PF,2002,15-24,f,4
PF,2002,15-24,m,4
PF,2002,25-34,f,2
PF,2002,25-34,m,2
PF,2002,35-44,f,1
PF,2002,35-44,m,1
PF,2002,45-54,f,2
PF,2002,45-54,m,3
PF,2002,55-64,f,2
PF,2002,55-64,m,3
PF,2002,65+,f,2
PF,2002,65+,m,1
PF,2002,,f,0
PF,2002,,m,0
PF,2003,15-24,f,3
PF,2003,15-24,m,2
PF,2003,25-34,f,1
PF,2003,25-34,m,2
PF,2003,35-44,f,1
PF,2003,35-44,m,1
PF,2003,45-54,f,1
PF,2003,45-54,m,2
PF,2003,55-64,f,0
PF,2003,55-64,m,4
PF,2003,65+,f,1
PF,2003,65+,m,3
PF,2004,15-24,f,4
PF,2004,15-24,m,1
PF,2004,25-34,f,6
PF,2004,25-34,m,2
PF,2004,35-44,f,1
PF,2004,35-44,m,3
PF,2004,45-54,f,4
PF,2004,45-54,m,0
PF,2004,55-64,f,2
PF,2004,55-64,m,1
PF,2004,65+,f,1
PF,2004,65+,m,4
PF,2004,,m,1
PF,2005,15-24,f,2
PF,2005,15-24,m,2
PF,2005,25-34,f,3
PF,2005,25-34,m,2
PF,2005,35-44,f,0
PF,2005,35-44,m,2
PF,2005,45-54,f,1
PF,2005,45-54,m,0
PF,2005,55-64,f,1
PF,2005,55-64,m,4
PF,2005,65+,f,3
PF,2005,65+,m,2
PF,2005,,f,0
PF,2005,,m,0
PF,2006,15-24,f,6
PF,2006,15-24,m,1
PF,2006,25-34,f,1
PF,2006,25-34,m,1
PF,2006,35-44,f,0
PF,2006,35-44,m,3
PF,2006,45-54,f,0
PF,2006,45-54,m,3
PF,2006,55-64,f,2
PF,2006,55-64,m,1
PF,2006,65+,f,3
PF,2006,65+,m,1
PF,2006,,f,1
PF,2006,,m,1
PF,2007,15-24,f,1
PF,2007,25-34,f,1
PF,2007,25-34,m,2
PF,2007,35-44,f,5
PF,2007,35-44,m,2
PF,2007,45-54,f,0
PF,2007,45-54,m,2
PF,2007,May-14,f,1
PF,2007,55-64,f,3
PF,2007,65+,f,2
PF,2007,,f,1
PF,2008,0-4,f,0
PF,2008,0-4,m,0
PF,2008,15-24,f,1
PF,2008,15-24,m,3
PF,2008,25-34,f,1
PF,2008,25-34,m,1
PF,2008,35-44,f,1
PF,2008,35-44,m,1
PF,2008,45-54,f,0
PF,2008,45-54,m,1
PF,2008,May-14,f,0
PF,2008,May-14,m,1
PF,2008,55-64,f,1
PF,2008,55-64,m,2
PF,2008,65+,f,2
PF,2008,65+,m,2
PF,2008,,f,0
PF,2008,,f,1
PF,2008,,m,1
PF,2008,,m,2
PG,1996,15-24,f,41
PG,1996,15-24,m,31
PG,1996,25-34,f,30
PG,1996,25-34,m,25
PG,1996,35-44,f,11
PG,1996,35-44,m,18
PG,1996,45-54,f,10
PG,1996,45-54,m,4
PG,1996,55-64,f,6
PG,1996,55-64,m,3
PG,1996,65+,f,2
PG,1996,65+,m,2
PG,1996,,f,11
PG,1996,,m,11
PG,1997,15-24,f,11
PG,1997,15-24,m,9
PG,1997,25-34,f,5
PG,1997,25-34,m,8
PG,1997,35-44,f,3
PG,1997,35-44,m,5
PG,1997,45-54,f,1
PG,1997,45-54,m,2
PG,1997,55-64,f,0
PG,1997,55-64,m,2
PG,1997,65+,f,0
PG,1997,65+,m,0
PG,1997,,f,1
PG,1997,,m,2
PG,1998,15-24,f,94
PG,1998,15-24,m,69
PG,1998,25-34,f,51
PG,1998,25-34,m,57
PG,1998,35-44,f,27
PG,1998,35-44,m,30
PG,1998,45-54,f,21
PG,1998,45-54,m,25
PG,1998,55-64,f,3
PG,1998,55-64,m,14
PG,1998,65+,f,1
PG,1998,65+,m,4
PG,1998,,f,11
PG,1998,,m,9
PG,1999,15-24,f,32
PG,1999,15-24,m,33
PG,1999,25-34,f,20
PG,1999,25-34,m,25
PG,1999,35-44,f,13
PG,1999,35-44,m,9
PG,1999,45-54,f,6
PG,1999,45-54,m,8
PG,1999,55-64,f,0
PG,1999,55-64,m,3
PG,1999,65+,f,1
PG,1999,65+,m,0
PG,1999,,f,0
PG,1999,,m,1
PG,2000,15-24,f,77
PG,2000,15-24,m,87
PG,2000,25-34,f,45
PG,2000,25-34,m,70
PG,2000,35-44,f,21
PG,2000,35-44,m,30
PG,2000,45-54,f,15
PG,2000,45-54,m,21
PG,2000,55-64,f,5
PG,2000,55-64,m,12
PG,2000,65+,f,1
PG,2000,65+,m,5
PG,2000,,f,6
PG,2000,,m,8
PG,2001,15-24,f,91
PG,2001,15-24,m,101
PG,2001,25-34,f,64
PG,2001,25-34,m,72
PG,2001,35-44,f,32
PG,2001,35-44,m,29
PG,2001,45-54,f,17
PG,2001,45-54,m,26
PG,2001,55-64,f,5
PG,2001,55-64,m,9
PG,2001,65+,f,1
PG,2001,65+,m,4
PG,2001,,f,7
PG,2001,,m,4
PG,2002,15-24,f,160
PG,2002,15-24,m,139
PG,2002,25-34,f,149
PG,2002,25-34,m,133
PG,2002,35-44,f,60
PG,2002,35-44,m,74
PG,2002,45-54,f,47
PG,2002,45-54,m,62
PG,2002,55-64,f,18
PG,2002,55-64,m,37
PG,2002,65+,f,1
PG,2002,65+,m,6
PG,2002,,f,22
PG,2002,,m,18
PG,2003,15-24,f,193
PG,2003,15-24,m,190
PG,2003,25-34,f,171
PG,2003,25-34,m,153
PG,2003,35-44,f,59
PG,2003,35-44,m,96
PG,2003,45-54,f,29
PG,2003,45-54,m,65
PG,2003,55-64,f,20
PG,2003,55-64,m,32
PG,2003,65+,f,7
PG,2003,65+,m,7
PG,2003,,f,28
PG,2003,,m,17
PG,2004,15-24,f,164
PG,2004,15-24,m,153
PG,2004,25-34,f,161
PG,2004,25-34,m,138
PG,2004,35-44,f,66
PG,2004,35-44,m,90
PG,2004,45-54,f,38
PG,2004,45-54,m,61
PG,2004,55-64,f,18
PG,2004,55-64,m,43
PG,2004,65+,f,3
PG,2004,65+,m,6
PG,2004,,f,30
PG,2004,,m,28
PG,2005,15-24,f,200
PG,2005,15-24,m,183
PG,2005,25-34,f,204
PG,2005,25-34,m,205
PG,2005,35-44,f,124
PG,2005,35-44,m,108
PG,2005,45-54,f,65
PG,2005,45-54,m,94
PG,2005,55-64,f,35
PG,2005,55-64,m,48
PG,2005,65+,f,2
PG,2005,65+,m,12
PG,2005,,f,38
PG,2005,,m,28
PG,2006,15-24,f,226
PG,2006,15-24,m,221
PG,2006,25-34,f,215
PG,2006,25-34,m,220
PG,2006,35-44,f,142
PG,2006,35-44,m,122
PG,2006,45-54,f,75
PG,2006,45-54,m,84
PG,2006,55-64,f,24
PG,2006,55-64,m,48
PG,2006,65+,f,3
PG,2006,65+,m,3
PG,2006,,f,41
PG,2006,,m,32
PG,2007,15-24,f,148
PG,2007,15-24,m,178
PG,2007,25-34,f,153
PG,2007,25-34,m,171
PG,2007,35-44,f,84
PG,2007,35-44,m,112
PG,2007,45-54,f,36
PG,2007,45-54,m,67
PG,2007,55-64,f,15
PG,2007,55-64,m,50
PG,2007,65+,f,3
PG,2007,65+,m,6
PG,2007,,f,32
PG,2007,,m,16
PG,2008,15-24,f,261
PG,2008,15-24,m,250
PG,2008,25-34,f,230
PG,2008,25-34,m,207
PG,2008,35-44,f,113
PG,2008,35-44,m,160
PG,2008,45-54,f,75
PG,2008,45-54,m,95
PG,2008,55-64,f,48
PG,2008,55-64,m,58
PG,2008,65+,f,10
PG,2008,65+,m,12
PG,2008,,f,71
PG,2008,,m,65
PH,1995,15-24,f,20
PH,1995,15-24,m,43
PH,1995,25-34,f,32
PH,1995,25-34,m,56
PH,1995,35-44,f,26
PH,1995,35-44,m,61
PH,1995,45-54,f,20
PH,1995,45-54,m,46
PH,1995,55-64,f,19
PH,1995,55-64,m,47
PH,1995,65+,f,11
PH,1995,65+,m,26
PH,1995,,f,1
PH,1995,,m,2
PH,1996,15-24,f,11
PH,1996,15-24,m,26
PH,1996,25-34,f,20
PH,1996,25-34,m,47
PH,1996,35-44,f,19
PH,1996,35-44,m,58
PH,1996,45-54,f,15
PH,1996,45-54,m,50
PH,1996,55-64,f,5
PH,1996,55-64,m,28
PH,1996,65+,f,9
PH,1996,65+,m,28
PH,1996,,f,1
PH,1996,,m,1
PH,1997,15-24,f,80
PH,1997,15-24,m,136
PH,1997,25-34,f,111
PH,1997,25-34,m,273
PH,1997,35-44,f,131
PH,1997,35-44,m,303
PH,1997,45-54,f,110
PH,1997,45-54,m,262
PH,1997,55-64,f,98
PH,1997,55-64,m,238
PH,1997,65+,f,70
PH,1997,65+,m,129
PH,1997,,f,6
PH,1997,,m,5
PH,1998,15-24,f,76
PH,1998,15-24,m,157
PH,1998,25-34,f,109
PH,1998,25-34,m,292
PH,1998,35-44,f,119
PH,1998,35-44,m,356
PH,1998,45-54,f,106
PH,1998,45-54,m,256
PH,1998,55-64,f,69
PH,1998,55-64,m,206
PH,1998,65+,f,56
PH,1998,65+,m,81
PH,1998,,f,4
PH,1998,,m,2
PH,2003,15-24,f,3218
PH,2003,15-24,m,6360
PH,2003,25-34,f,4551
PH,2003,25-34,m,9302
PH,2003,35-44,f,4761
PH,2003,35-44,m,11458
PH,2003,45-54,f,4000
PH,2003,45-54,m,10713
PH,2003,55-64,f,2858
PH,2003,55-64,m,6445
PH,2003,65+,f,2018
PH,2003,65+,m,3648
PH,2003,,f,300
PH,2003,,m,356
PH,2004,15-24,f,3507
PH,2004,15-24,m,6792
PH,2004,25-34,f,5090
PH,2004,25-34,m,10328
PH,2004,35-44,f,5008
PH,2004,35-44,m,12229
PH,2004,45-54,f,4327
PH,2004,45-54,m,11413
PH,2004,55-64,f,3210
PH,2004,55-64,m,7526
PH,2004,65+,f,2183
PH,2004,65+,m,4289
PH,2004,,f,291
PH,2004,,m,312
PH,2005,15-24,f,3710
PH,2005,15-24,m,7358
PH,2005,25-34,f,5268
PH,2005,25-34,m,11275
PH,2005,35-44,f,5565
PH,2005,35-44,m,13253
PH,2005,45-54,f,4603
PH,2005,45-54,m,12531
PH,2005,55-64,f,3274
PH,2005,55-64,m,7646
PH,2005,65+,f,2029
PH,2005,65+,m,4279
PH,2005,,f,374
PH,2005,,m,482
PH,2006,15-24,f,4337
PH,2006,15-24,m,7878
PH,2006,25-34,f,5746
PH,2006,25-34,m,11697
PH,2006,35-44,f,5630
PH,2006,35-44,m,13478
PH,2006,45-54,f,5007
PH,2006,45-54,m,12733
PH,2006,55-64,f,3485
PH,2006,55-64,m,8074
PH,2006,65+,f,2237
PH,2006,65+,m,4640
PH,2006,,f,379
PH,2006,,m,419
PH,2007,15-24,f,4389
PH,2007,15-24,m,8524
PH,2007,25-34,f,5594
PH,2007,25-34,m,11781
PH,2007,35-44,f,5291
PH,2007,35-44,m,13810
PH,2007,45-54,f,4612
PH,2007,45-54,m,12846
PH,2007,55-64,f,3313
PH,2007,55-64,m,8481
PH,2007,65+,f,2217
PH,2007,65+,m,4862
PH,2007,,f,380
PH,2007,,m,466
PH,2008,15-24,f,4529
PH,2008,15-24,m,8735
PH,2008,25-34,f,5452
PH,2008,25-34,m,11741
PH,2008,35-44,f,5123
PH,2008,35-44,m,13529
PH,2008,45-54,f,4527
PH,2008,45-54,m,12808
PH,2008,55-64,f,3086
PH,2008,55-64,m,8249
PH,2008,65+,f,2188
PH,2008,65+,m,4348
PH,2008,,f,341
PH,2008,,f,0
PH,2008,,m,369
PH,2008,,m,0
PK,1995,15-24,f,375
PK,1995,15-24,m,274
PK,1995,25-34,f,381
PK,1995,25-34,m,230
PK,1995,35-44,f,267
PK,1995,35-44,m,178
PK,1995,45-54,f,178
PK,1995,45-54,m,140
PK,1995,55-64,f,143
PK,1995,55-64,m,124
PK,1995,65+,f,79
PK,1995,65+,m,95
PK,1995,,f,85
PK,1995,,m,29
PK,1998,15-24,f,735
PK,1998,15-24,m,633
PK,1998,25-34,f,507
PK,1998,25-34,m,449
PK,1998,35-44,f,260
PK,1998,35-44,m,328
PK,1998,45-54,f,209
PK,1998,45-54,m,335
PK,1998,55-64,f,90
PK,1998,55-64,m,194
PK,1998,65+,f,50
PK,1998,65+,m,137
PK,1998,,f,159
PK,1998,,m,59
PK,1999,15-24,f,259
PK,1999,15-24,m,229
PK,1999,25-34,f,373
PK,1999,25-34,m,178
PK,1999,35-44,f,97
PK,1999,35-44,m,65
PK,1999,45-54,f,146
PK,1999,45-54,m,211
PK,1999,55-64,f,243
PK,1999,55-64,m,162
PK,1999,65+,f,114
PK,1999,65+,m,113
PK,1999,,f,33
PK,1999,,m,49
PK,2000,15-24,f,591
PK,2000,15-24,m,498
PK,2000,25-34,f,416
PK,2000,25-34,m,387
PK,2000,35-44,f,274
PK,2000,35-44,m,256
PK,2000,45-54,f,163
PK,2000,45-54,m,232
PK,2000,55-64,f,103
PK,2000,55-64,m,153
PK,2000,65+,f,56
PK,2000,65+,m,130
PK,2000,,f,130
PK,2000,,m,55
PK,2001,15-24,f,1007
PK,2001,15-24,m,1191
PK,2001,25-34,f,915
PK,2001,25-34,m,891
PK,2001,35-44,f,650
PK,2001,35-44,m,673
PK,2001,45-54,f,421
PK,2001,45-54,m,664
PK,2001,55-64,f,252
PK,2001,55-64,m,496
PK,2001,65+,f,142
PK,2001,65+,m,306
PK,2001,,f,241
PK,2001,,m,139
PK,2002,15-24,f,2401
PK,2002,15-24,m,1964
PK,2002,25-34,f,1917
PK,2002,25-34,m,1734
PK,2002,35-44,f,1283
PK,2002,35-44,m,1270
PK,2002,45-54,f,809
PK,2002,45-54,m,1113
PK,2002,55-64,f,539
PK,2002,55-64,m,864
PK,2002,65+,f,303
PK,2002,65+,m,554
PK,2002,,f,512
PK,2002,,m,225
PK,2003,15-24,f,3007
PK,2003,15-24,m,2605
PK,2003,25-34,f,2471
PK,2003,25-34,m,2346
PK,2003,35-44,f,1669
PK,2003,35-44,m,1851
PK,2003,45-54,f,1280
PK,2003,45-54,m,1652
PK,2003,55-64,f,845
PK,2003,55-64,m,1288
PK,2003,65+,f,503
PK,2003,65+,m,870
PK,2003,,f,622
PK,2003,,m,284
PK,2004,15-24,f,4281
PK,2004,15-24,m,3812
PK,2004,25-34,f,3656
PK,2004,25-34,m,3309
PK,2004,35-44,f,2452
PK,2004,35-44,m,2676
PK,2004,45-54,f,1794
PK,2004,45-54,m,2329
PK,2004,55-64,f,1350
PK,2004,55-64,m,2057
PK,2004,65+,f,837
PK,2004,65+,m,1581
PK,2004,,f,950
PK,2004,,m,363
PK,2005,15-24,f,6463
PK,2005,15-24,m,5278
PK,2005,25-34,f,5611
PK,2005,25-34,m,4759
PK,2005,35-44,f,3987
PK,2005,35-44,m,4263
PK,2005,45-54,f,2866
PK,2005,45-54,m,3834
PK,2005,55-64,f,2060
PK,2005,55-64,m,3332
PK,2005,65+,f,1338
PK,2005,65+,m,2453
PK,2005,,f,1447
PK,2005,,m,621
PK,2006,15-24,f,8410
PK,2006,15-24,m,7290
PK,2006,25-34,f,7030
PK,2006,25-34,m,6896
PK,2006,35-44,f,5404
PK,2006,35-44,m,5594
PK,2006,45-54,f,3913
PK,2006,45-54,m,5427
PK,2006,55-64,f,2802
PK,2006,55-64,m,4392
PK,2006,65+,f,1950
PK,2006,65+,m,3439
PK,2006,,f,1941
PK,2006,,m,820
PK,2007,15-24,f,11522
PK,2007,15-24,m,9598
PK,2007,25-34,f,9162
PK,2007,25-34,m,8790
PK,2007,35-44,f,7352
PK,2007,35-44,m,7717
PK,2007,45-54,f,5496
PK,2007,45-54,m,7237
PK,2007,55-64,f,4065
PK,2007,55-64,m,6258
PK,2007,65+,f,2934
PK,2007,65+,m,5156
PK,2007,,f,2443
PK,2007,,m,1017
PK,2008,15-24,f,12838
PK,2008,15-24,m,10521
PK,2008,25-34,f,10489
PK,2008,25-34,m,9889
PK,2008,35-44,f,8146
PK,2008,35-44,m,8428
PK,2008,45-54,f,6387
PK,2008,45-54,m,8284
PK,2008,55-64,f,4750
PK,2008,55-64,m,6890
PK,2008,65+,f,3547
PK,2008,65+,m,5959
PK,2008,,f,2696
PK,2008,,m,1213
PK,2008,,m,0
PL,1995,15-24,f,129
PL,1995,15-24,m,122
PL,1995,25-34,f,163
PL,1995,25-34,m,295
PL,1995,35-44,f,225
PL,1995,35-44,m,795
PL,1995,45-54,f,111
PL,1995,45-54,m,565
PL,1995,55-64,f,107
PL,1995,55-64,m,369
PL,1995,65+,f,414
PL,1995,65+,m,377
PL,1995,,f,4
PL,1995,,m,3
PL,1996,15-24,f,180
PL,1996,15-24,m,248
PL,1996,25-34,f,324
PL,1996,25-34,m,545
PL,1996,35-44,f,415
PL,1996,35-44,m,1365
PL,1996,45-54,f,202
PL,1996,45-54,m,1128
PL,1996,55-64,f,159
PL,1996,55-64,m,687
PL,1996,65+,f,823
PL,1996,65+,m,724
PL,1996,,f,9
PL,1996,,m,10
PL,1997,15-24,f,91
PL,1997,15-24,m,104
PL,1997,25-34,f,155
PL,1997,25-34,m,278
PL,1997,35-44,f,205
PL,1997,35-44,m,781
PL,1997,45-54,f,96
PL,1997,45-54,m,594
PL,1997,55-64,f,94
PL,1997,55-64,m,374
PL,1997,65+,f,345
PL,1997,65+,m,359
PL,1997,,f,7
PL,1997,,m,3
PL,1998,15-24,f,102
PL,1998,15-24,m,99
PL,1998,25-34,f,161
PL,1998,25-34,m,266
PL,1998,35-44,f,219
PL,1998,35-44,m,752
PL,1998,45-54,f,127
PL,1998,45-54,m,647
PL,1998,55-64,f,81
PL,1998,55-64,m,311
PL,1998,65+,f,361
PL,1998,65+,m,367
PL,1998,,f,5
PL,1998,,m,4
PL,1999,15-24,f,95
PL,1999,15-24,m,84
PL,1999,25-34,f,113
PL,1999,25-34,m,219
PL,1999,35-44,f,178
PL,1999,35-44,m,681
PL,1999,45-54,f,129
PL,1999,45-54,m,654
PL,1999,55-64,f,81
PL,1999,55-64,m,305
PL,1999,65+,f,322
PL,1999,65+,m,306
PL,1999,,f,10
PL,1999,,m,0
PL,2000,15-24,f,99
PL,2000,15-24,m,99
PL,2000,25-34,f,158
PL,2000,25-34,m,303
PL,2000,35-44,f,211
PL,2000,35-44,m,812
PL,2000,45-54,f,170
PL,2000,45-54,m,782
PL,2000,55-64,f,82
PL,2000,55-64,m,361
PL,2000,65+,f,421
PL,2000,65+,m,434
PL,2000,,f,1
PL,2000,,m,1
PL,2001,15-24,f,99
PL,2001,15-24,m,78
PL,2001,25-34,f,148
PL,2001,25-34,m,242
PL,2001,35-44,f,170
PL,2001,35-44,m,603
PL,2001,45-54,f,124
PL,2001,45-54,m,662
PL,2001,55-64,f,63
PL,2001,55-64,m,275
PL,2001,65+,f,360
PL,2001,65+,m,322
PL,2001,,f,4
PL,2001,,m,5
PL,2002,15-24,f,90
PL,2002,15-24,m,100
PL,2002,25-34,f,135
PL,2002,25-34,m,206
PL,2002,35-44,f,157
PL,2002,35-44,m,515
PL,2002,45-54,f,148
PL,2002,45-54,m,687
PL,2002,55-64,f,70
PL,2002,55-64,m,264
PL,2002,65+,f,368
PL,2002,65+,m,309
PL,2002,,f,7
PL,2002,,m,4
PL,2003,15-24,f,91
PL,2003,15-24,m,93
PL,2003,25-34,f,108
PL,2003,25-34,m,234
PL,2003,35-44,f,152
PL,2003,35-44,m,436
PL,2003,45-54,f,132
PL,2003,45-54,m,653
PL,2003,55-64,f,65
PL,2003,55-64,m,305
PL,2003,65+,f,358
PL,2003,65+,m,349
PL,2003,,f,3
PL,2003,,m,2
PL,2004,15-24,f,92
PL,2004,15-24,m,85
PL,2004,25-34,f,136
PL,2004,25-34,m,225
PL,2004,35-44,f,126
PL,2004,35-44,m,425
PL,2004,45-54,f,118
PL,2004,45-54,m,664
PL,2004,55-64,f,79
PL,2004,55-64,m,243
PL,2004,65+,f,285
PL,2004,65+,m,292
PL,2004,,f,2
PL,2004,,m,1
PL,2005,0-4,f,0
PL,2005,0-4,m,2
PL,2005,15-24,f,95
PL,2005,15-24,m,109
PL,2005,25-34,f,142
PL,2005,25-34,m,199
PL,2005,35-44,f,112
PL,2005,35-44,m,389
PL,2005,45-54,f,151
PL,2005,45-54,m,639
PL,2005,May-14,f,3
PL,2005,May-14,m,1
PL,2005,55-64,f,63
PL,2005,55-64,m,292
PL,2005,65+,f,316
PL,2005,65+,m,310
PL,2005,,f,3
PL,2005,,f,0
PL,2005,,m,3
PL,2005,,m,0
PL,2006,0-4,f,0
PL,2006,0-4,m,1
PL,2006,15-24,f,83
PL,2006,15-24,m,92
PL,2006,25-34,f,142
PL,2006,25-34,m,215
PL,2006,35-44,f,112
PL,2006,35-44,m,390
PL,2006,45-54,f,118
PL,2006,45-54,m,649
PL,2006,May-14,f,1
PL,2006,May-14,m,0
PL,2006,55-64,f,72
PL,2006,55-64,m,357
PL,2006,65+,f,318
PL,2006,65+,m,285
PL,2006,,f,1
PL,2006,,f,0
PL,2006,,m,1
PL,2006,,m,0
PL,2007,0-4,f,0
PL,2007,0-4,m,0
PL,2007,15-24,f,65
PL,2007,15-24,m,85
PL,2007,25-34,f,149
PL,2007,25-34,m,213
PL,2007,35-44,f,120
PL,2007,35-44,m,395
PL,2007,45-54,f,132
PL,2007,45-54,m,677
PL,2007,May-14,f,4
PL,2007,May-14,m,2
PL,2007,55-64,f,79
PL,2007,55-64,m,344
PL,2007,65+,f,277
PL,2007,65+,m,285
PL,2007,,f,4
PL,2007,,f,0
PL,2007,,m,2
PL,2007,,m,0
PL,2008,0-4,f,0
PL,2008,0-4,m,3
PL,2008,15-24,f,65
PL,2008,15-24,m,66
PL,2008,25-34,f,106
PL,2008,25-34,m,175
PL,2008,35-44,f,112
PL,2008,35-44,m,397
PL,2008,45-54,f,132
PL,2008,45-54,m,653
PL,2008,May-14,f,3
PL,2008,May-14,m,3
PL,2008,55-64,f,77
PL,2008,55-64,m,355
PL,2008,65+,f,264
PL,2008,65+,m,239
PL,2008,,f,3
PL,2008,,f,0
PL,2008,,m,6
PL,2008,,m,0
PR,1995,15-24,f,2
PR,1995,15-24,m,3
PR,1995,25-34,f,6
PR,1995,25-34,m,12
PR,1995,35-44,f,5
PR,1995,35-44,m,20
PR,1995,45-54,f,7
PR,1995,45-54,m,15
PR,1995,55-64,f,4
PR,1995,55-64,m,9
PR,1995,65+,f,9
PR,1995,65+,m,19
PR,1995,,f,1
PR,1995,,m,4
PR,1996,15-24,f,5
PR,1996,15-24,m,1
PR,1996,25-34,f,5
PR,1996,25-34,m,20
PR,1996,35-44,f,5
PR,1996,35-44,m,18
PR,1996,45-54,f,6
PR,1996,45-54,m,15
PR,1996,55-64,f,2
PR,1996,55-64,m,10
PR,1996,65+,f,4
PR,1996,65+,m,16
PR,1996,,f,0
PR,1996,,m,2
PR,1997,15-24,f,3
PR,1997,15-24,m,4
PR,1997,25-34,f,6
PR,1997,25-34,m,13
PR,1997,35-44,f,3
PR,1997,35-44,m,18
PR,1997,45-54,f,5
PR,1997,45-54,m,19
PR,1997,55-64,f,14
PR,1997,55-64,m,13
PR,1997,65+,f,8
PR,1997,65+,m,18
PR,1997,,f,0
PR,1997,,m,1
PR,1998,15-24,f,0
PR,1998,15-24,m,9
PR,1998,25-34,f,5
PR,1998,25-34,m,11
PR,1998,35-44,f,6
PR,1998,35-44,m,16
PR,1998,45-54,f,4
PR,1998,45-54,m,12
PR,1998,55-64,f,9
PR,1998,55-64,m,14
PR,1998,65+,f,6
PR,1998,65+,m,12
PR,1998,,f,1
PR,1998,,m,1
PR,1999,15-24,f,4
PR,1999,15-24,m,5
PR,1999,25-34,f,5
PR,1999,25-34,m,9
PR,1999,35-44,f,3
PR,1999,35-44,m,22
PR,1999,45-54,f,6
PR,1999,45-54,m,9
